标题,作者,图书简介,链接 
克莱维斯·小耳朵凯文:凯文在春天,（比） 丽斯贝特·史蕾洁斯 著,《小耳朵凯文:凯文在春天》是国内第一套幼儿性别培养绘本，故事取材于幼儿的真实生活，教会了1—4岁小朋友很多必不可少的生活知识与生活态度。“小耳朵凯文”的语言简单活泼，富有节奏感，色彩明快、笔触童稚可爱，深受孩子们的喜爱。“小耳朵凯文”陪伴着一代又一代的男宝宝们度过他们的婴儿期与幼儿期，享受快乐与成长。,https://www.xiaohuasheng.cn/book/ac6aec1c0ba0bd8d
带着月亮去散步,（英） 卡罗琳·克缇斯 著；（英） 艾莉森·简 绘；柳漾 译,《带着月亮去散步》：当夜晚来临时，人们都进入了梦乡，有一个小男孩和他的月亮朋友却开始了他们的奇妙旅程。让我们带着月亮去散步，在月光下，一起在作者的想象力中飞翔。月亮就如同我们最亲切的朋友，跟我们一起穿过森林，绕过教堂，越过小桥……最后目送着我们走进家门，伴我们进入梦乡。,https://www.xiaohuasheng.cn/book/81826912ce6c1085
Piggies,"Audrey Wood , Don Wood","Children will delight in the antics of ten marvelous little piggies who romp from fingers to toes in this original bedtime fantasy. Don Wood’s oil paintings explode with mirth and magic and will engage all young readers.""Trying to describe these luxuriant, witty pictures doesn’t really work, however; seeing is believing, and what luck for us there’s so much to see.""--Booklist",https://www.xiaohuasheng.cn/book/a1270510fe85f5ac
路上有块大石头,（意）基娅拉•维尼奥基  （意）保罗•基亚里诺蒂  （意）西尔维娅•博兰多,"《路上有块大石头》属于 Minibombo绘本系列。
               
某天，路中央突然出现一块又大又重的石头，挡住了小动物们的去路，大家都想方设法要把它移走。想知道这块大石头最后去了哪里吗？来和小动物们一起探险吧！
                 
情节颇有巧思，结尾处谜题揭晓时，又能让人会心一笑，是一个充满疑问又妙趣横生的故事。",https://www.xiaohuasheng.cn/book/1862ec97fc4db334
"Sleepy Me!. Marni McGee, Cee Biscoe",Marni McGee,"Sleepy cat. Sleepy mouse.  Sleepy sounds inside the house.  Sleepy story. Sleepy chair.  Sleepy Daddy rocks me there. A magical, cosy story, perfect for reading at bedtime. With beautiful illustrations by Cee Biscoe.",https://www.xiaohuasheng.cn/book/37587119b34d6e75
Peas on Earth,Todd H. Doodler（托德·H·杜德勒） 著,"Peas on Earth  uses a simple play on words to portray the basic concepts of peace, harmony, getting along with all kinds of people, and being green in a manner that young kids will grasp. And it will resonate more as they grow older. Adult caregivers will chuckle over the peas/peace references while young children will relate to the important messages about our earth and those of us who live on it. The artwork is colorful, charming, and perfect for the board book crowd. And, as an added value, there is a simple pop-up at the end of the book.",https://www.xiaohuasheng.cn/book/776aca4934c40355
我要飞,（美） 威廉斯 著；舒杭丽 译,"《我要飞》中的小猪有时粗枝大叶，小象却总是很小心；小猪总是乐呵呵的，小象却老是不太高兴。他们是最好的朋友，小猪总是能给小象带来快乐，不过正因为有了小象的操心，小猪才能这么轻松呀。小猪老说她要飞，可小象觉得这是一个梦，一个劲儿地说她飞不起来，但是在朋友的帮助下，小猪居然真的飞了起来。这让小象很羡慕，她是怎么飞起来的呢?
“小象小猪系列”是美国天才作家莫·威廉斯的最新作品，深受小朋友喜爱。这套书延续了作者简洁幽默的表现风格，运用浅白的文字、富有表现力的简笔画、生动可爱的形象和简单好玩的故事，让孩子在笑声中理解友情，懂得尊重，学会交往和沟通。",https://www.xiaohuasheng.cn/book/7bd42db48d989a40
The Wonderful Things You Will Be,Emily Winfield Martin,"From Emily Winfield Martin, author/illustrator ofDream Animals, comes a newbook that celebrates the dreams, acceptance, and love that parents have for their children . . . now and forever!
 
 From brave and bold to creative and clever, the rhythmic rhyme expresses all the loving things that parents think of when they look at their children. With beautiful, and sometimes humorous, illustrations, and a clever gatefold with kids in costumes, this is a book grown-ups will love reading over and over to kids—both young and old. A great gift for any occasion, but a special stand-out for baby showers, birthdays, and graduation.The Wonderful Things You Will Behas a loving and truthful message that will endure for lifetimes.",https://www.xiaohuasheng.cn/book/5c4c6f057cc72e98
小老鼠奇奇去外婆家,（日） 末崎茂树 著；游蕾蕾 译,"最长的图画书！
可以玩的图画书！
一本图画书感受多种阅读方式。如普通图画书般一页页的翻看可以，最酷的是可将折页全部打开，变成一幅全长3米的超级图画书！趴在地上随着奇奇的行进路线与他一道感受沿途的风景，体会奇奇途中遇到各种情况时的心情，你家的客厅要够宽敞才行哦！
在这次旅程中奇奇得到了鼬鼠叔叔的鼓励；第一次尝试了“骑着鱼儿过河”；结交到了一群好朋友；穿过了鼹鼠阿姨在地底下的家。在白纹蝶的陪伴下奇奇终于抵达了目的地——外婆的家。一路时而轻松时而紧张，情节引人入胜。
奇奇的故事让孩子学习勇敢的踏出自己的脚步，引导孩子解决问题并以良好的心态面对挫折。
快来看看你还能开发出哪些新奇的阅读方式吧！
这一天，小老鼠奇奇踏着轻快的步伐，独自前去森林另一头的外婆家。
沿途奇奇遇到了各种各样的小困扰，也得到了很多动物朋友的关心和帮助，奇奇能平安的到达外婆家吗？
当孩子渐渐长大，父母总是要学着放手……借着奇奇的故事，让孩子学着独立解决问题，渐渐拥有不怕挫折的勇气。
透过特殊的折页设计，让画面无尽的延伸。在翻拉的过程中，孩子可以感受行进间的风景，感受不一样的阅读乐趣。",https://www.xiaohuasheng.cn/book/a07b4e94cc757f6f
"小手手, 出来了",（日） 林明子 著,"重点发展肢体运动智能和内省智能
在本书中，作者选取小宝宝日常生活中的熟悉场景，描写了小宝宝在洗完澡后自己穿衣服的过程。阅读本书，小宝宝能够了解自己的身体并获得更好的自我意识的发展。",https://www.xiaohuasheng.cn/book/ca993b879973fa2
小布启蒙成长翻翻书: 小布去动物园,罗德·坎贝尔，大麦（译）,无简介,https://www.xiaohuasheng.cn/book/ee6d0e016d025cca
3D镜面绘本: 今天吃什么,（日） 渡边千夏 著,"采用奇妙的镜面纸
利用光的反射
映射出生动画面的立体绘本
...................
※编辑推荐※
☆ 绘本玩出新花样，日本新锐设计师，绘本作家神奇新颖的镜面反射绘本。
☆ 3D镜面绘本带给孩子不一样的视觉体验和空间感受。
☆ 日本畅销绘本，福音馆书店发行一个月内 销售一空，随后又以惊人的速度多次重版。
☆ 绘本不分读者年龄，任何人都能感受它的独特和好玩，同样是一本精美的礼品书。
☆ 看完书，小朋友们可以利用反射原理自己制作镜面绘本，充分发挥想象力和动手能力。
...................
※内容简介※
神奇的镜面反射绘本。把绘本打开90度，两侧呈现的倒影具有惊人的立体效果。总之，百闻不如一见。一定要拿在手里，体会从未有过的视觉体验。
打鸡蛋，加入面粉、砂糖、和牛奶……会出现什么呢？通过这个镜子还能够看到自己，无与伦比的临场感。适合0—6岁儿童和喜欢新奇书籍的成年人。
打蛋器，银色的汤勺……一个个登场的小道具。可是这些东西，你都不用拿在手里。通过一本书，你可以亲子体验做美食的过程！不分年龄，让任何人都能够感到好玩的书，同样是一本精美的礼品书。
...................
※获奖记录※
○ 获得2015年度ＭOE絵本书店大奖第四名
○ 获得SICF设计奖
...................
※读者推荐※
◎ 这本书讲的是小猫观看主人做薄烤饼（hotcake)的全过程。做好之前小猫想偷吃的场景非常可爱。孩子读了这本书后，马上想亲自动手做蛋糕。这本书我还给小baby试着看了看，孩子竟然目不转睛，感到新奇和疑惑，作为送给小孩子的礼物真是再好不过了。我是在电视上看到这本书的介绍，通过影像的展示很好地理解了本书的奇妙之处。
◎ 在书店一眼就被这本书吸引，把书翻开直角，马上出现一个立体世界，太神奇了！绘画也非常出色，玩起来就让人欲罢不能。给一岁半的女儿看，她也能发现这本书的奇妙之处。而且主人公是一只小猫，真是太好了。不仅适合给小朋友看，喜欢猫的大人也一定会喜欢这本书的。",https://www.xiaohuasheng.cn/book/d9fc64ef2ded6497
我是一条快乐的鱼,（法） 克罗蒂亚·贝林斯基 著；郑迪蔚 译,《我是一条快乐的鱼》是启发绘本馆已出版的启发精选世界优秀畅销绘本系列之一，适合0到8岁儿童阅读。本书讲述的是鱼儿的世界，在大海里，有很大的鱼，也有很小的鱼。有的鱼圆圆的，有的鱼细细的；有的鱼一身雪白，有的鱼一身漆黑；有的鱼天生浪漫，还有的鱼天生蛮横……不管哪种鱼，每天生活在大海里都像过节一样快乐。,https://www.xiaohuasheng.cn/book/54a4a7976191d64b
"脸, 脸, 各种各样的脸",柳原良平;小林;小熊,婴儿从2-3个月大就开始喜欢看人脸图案，到了9个月大，婴儿的社会交往和社会情绪也开始发展，《脸，脸，什么样的脸》这本书稿能够给婴儿带来阅读的乐趣，同时也有利于帮助婴儿识别各种脸部的情绪变化，促进其社会交往技能的发展。这本书稿是畅销长销日本20多年的婴儿图画书。适读年龄4个月-1岁半,https://www.xiaohuasheng.cn/book/f0bdd2d0490cb98f
搬过来.搬过去,"Daniela Kulot, 达尼拉·库娄特, 方素珍 (Translator)",一位小个头的鳄鱼先生爱上了一位大个头的长颈鹿女士，他们从彼此陌生到相识相知；因彼此相爱而生活在一起，却因为相互间的巨大差异而面临着许多的麻烦；但他们终于勇敢地携起手来，共同打造幸福的生活，而且还给别人的生活带来了奇迹。,https://www.xiaohuasheng.cn/book/238fc1fef74719f2
Let's Talk About: My New Baby,Stella Gurney，Fiona Freund 著,"Meet Jack. He’s two, and soon he’ll be having a new baby brother or sister. While Jack narrates what is going on around him, simple, funny cartoons show his perceptions of how his mummy will ""have"" the baby; how he will share his mummy with the baby; his real feelings about the baby when it finally arrives; and much more. Featuring breastfeeding, tears, and television, this is a new baby book with a difference!",https://www.xiaohuasheng.cn/book/7415204b33b8e9bc
Une journée à Pékin,无作者,无简介,https://www.xiaohuasheng.cn/book/d768666a4040283a
J'ai pas dit partez ! (French Edition),无作者,无简介,https://www.xiaohuasheng.cn/book/2864a9cbcb192a09
日本精选科学绘本: 火车出发了,（日） 横沟英一 著；金海英 译,《日本精选科学绘本系列:火车出发了》用精细的图画描述了快速火车从始发站到终点站的运行全过程，其中包括最具吸引力的穿过隧道和越过河流的场景。文中还附有关于信号灯、铁桥、隧道、铁路的组成情况等知识点。,https://www.xiaohuasheng.cn/book/17862d55e9ecfd7a
Be Happy!,Monica Sheehan 著,"Be Happy    Monica Sheehan has taken her best-selling book ""Be Happy."" and created an irresistible little gem for people BIG & small.   So open it up and get inspired to...   Sing and dance a little  make friends, be kind, and be the best YOU",https://www.xiaohuasheng.cn/book/f21408661424184c
真假戴夫,亨德拉,无简介,https://www.xiaohuasheng.cn/book/84d2655929aaa45c
躲猫猫游戏书:猜猜我是谁?,（美） 尼娜·兰登（Nina Laden） 著；张芳 译,《猜猜我是谁》入选了美国学者杂志评选的“100本最伟大的儿童书”。通过先猜再到验证，增加了孩子阅读的趣味性。印刷很赞，开本很适合宝宝，而且圆角的设计很安全，内容很适合亲子互动做游戏。,https://www.xiaohuasheng.cn/book/22519cb3910d7b77
啊! 蜻蜓,邱承宗 著,无简介,https://www.xiaohuasheng.cn/book/326b5699f7b6f03b
颜色的世界,Alison Jay,"虽然屋外的世界阴雨绵绵，让世界失去了色彩，
但我们的小主人公却在颜色的世界中经历一场冒险。
在这个世界中，每个颜色都有着不一样的故事。
一场旅行下来，雨过天晴，天空中出现了彩虹。
“让想象飞”系列，是由英国绘本作家艾莉森·简创作的，分为《字的故事》、《数字的挑战》和《颜色的世界》三本。插图体现了简一贯的“碎蛋壳”画风格，图画色彩明快，内容丰富，并在每副图中暗藏细节，巧妙地设计图与图之间的关联线索。在阅读的过程中，不但能讲故事，还能一起做游戏。书中还配上中英文对照单词，在孩子放飞想象力的同时，又能学到知识。",https://www.xiaohuasheng.cn/book/8a1181932a5a5468
彩虹象,（比利时） 弗朗西斯科·贝托 著；伯纳黛特·热尔韦 绘,"这本颜色启蒙认知书引自法国，书中选取大象这种孩子比较熟悉的动物形象，采用多种有趣的表现方式，向幼儿传达了关于颜色的各种知识。 
　　书中在红、黄、蓝三原色的基础上，通过黄色和蓝色的胶片，使原有颜色发生改变，引导孩子接触调色、配色的概念；通过挖洞设计，让孩子把颜色和简单的数字、空间位置联系起来；通过小翻页，让孩子认知更多的颜色，并尝试了解每种颜色所代表的情绪和感受。最后，再用各种巧妙的设计，让孩子从不同的角度去探知色彩的奇妙世界。 
　　本书旨在通过引导孩子认知颜色，让他们感受色彩艺术的神奇魅力，从小培养色彩审美和艺术修养。全书中所有大象的外形轮廓完全相同，但每一头大象都有自己的独特之处，不断变化的色彩让每头大象都变得不一样。能看到哪些不一样，取决于孩子具备了何种程度的能力，今天你能看见一样和不一样，明天你才能创造一样和不一样，想象力和创造力是每一个孩子的彩虹。",https://www.xiaohuasheng.cn/book/d430f74a44838274
葛瑞米·贝斯幻想大师系列: 来喝水吧,（澳） 葛瑞米·贝斯 著；影子 译,"《来喝水吧》可不是一本简单的图画书，它既是数数书，又是解谜书，还是故事书和美术书，更是环保书。作者葛瑞米·贝斯带领我们展开了一场激动人心的发现之旅：从非洲大草原到亚马孙雨林，从北美洲森林到澳大利亚内陆沙漠。
这是一个隐秘的水洼，随着季节的变化，这里的水时多时少。所有的动物不约而同全都来到了这里，只想把水喝饱。它们和睦相处，不争抢也不打闹，因为共同生存最重要。它们的数目从一增加到十，但是在每页书的画面里，还藏着其他十种动物，等着你来找！",https://www.xiaohuasheng.cn/book/a6e173a51a5ad928
点点点,（法） 埃尔维·杜莱 著；蒲蒲兰 译,"想知道一本书可以有多好玩，想象力会有多大的力量？快翻开《点点点》，一起加入这个全世界正热烈讨论，如魔术般的游戏！
按一下会变多、摸一摸会变色、摇一摇还会跑得到处都是……非常有趣的一本书，颠覆了传统童书的概念，作者采用当代全新的创作观点，把书变成可以和孩子玩互动游戏。",https://www.xiaohuasheng.cn/book/a507cedc23b6e9a8
最奇妙的蛋,Helme Heine,"很久以前，有三只母鸡都认为自己是最漂亮的母鸡。于是它们决定去请教国王。国王说：“你们会做什么，比你们好不好看重要多了！”这使三只每天争说自己最漂亮的母鸡，展开一场生蛋比赛，奇妙百出，各自生下最奇妙的蛋。后来，三只母鸡成为好朋友，继续快乐地生世界上最特别的蛋。
这个故事能让孩子大开眼界，并且领略发掘自己的独特性与培养实力更为重要。",https://www.xiaohuasheng.cn/book/ea026f97dfe24300
爸爸,（日） 土田义晴 著；彭懿 译,"《爸爸》是广西师大出版社魔法象图画书王国推出的作品之一。
 
 我最喜欢坐着爸爸的自行车，和爸爸一起出门了！春天，爸爸带我来到开满樱花的公园，我拾起花瓣包进最喜欢的手绢里。回家的路上，我把花瓣撒到了通往大海的小河里。夏天，我把采来的三叶草和蔷薇花也撒进河里。秋天，我和爸爸爬上高山，捡来好多橡子和七叶树果。但是回家的路上，手绢和果仁都丢了。我忍不住大哭起来，怎么哄都没有用，因为那条手绢是妈妈给我绣的，是我最珍贵的手绢呀！这天晚上，直到很晚，爸爸都还没有睡……
 
 无言的陪伴化解失去的悲伤，沉默的父爱守护孩子心中的骄阳。适合一家人共读的暖心之作，亲爱的家人是我们永远的牵绊。",https://www.xiaohuasheng.cn/book/3ef82a53e15977cc
My House,Barton，Byron 著,"With bright, clear illustrations and clean prose, award-winning and bestselling picture book creator Byron Barton deftly familiarizes young children with the various rooms and important parts of a house in this companion to his critically acclaimed My Car, My Bike, and My Bus.
Jim the cat leads a tour through the bedroom, the kitchen, and even onto the roof before his owner Jane comes home and makes his dinner. The rhythmic text and bright illustrations make this the perfect book for repeated readings and the perfect introduction to the concept of home.",https://www.xiaohuasheng.cn/book/99cbcd38f75f7786
A Little STUCK,Illustrated by Oliver Jeffers Oliver Jeffers 著,It all began when Floyd got his kite stuck in a tree... First published in hardback in Great Britain in 2011. Revised edition published in 2016.,https://www.xiaohuasheng.cn/book/cb5e72360b393eea
The Snowball,Giuliano Ferri 著,"A simple, wordless celebration of winter joy—with a delightful surprise ending
 
 What happens when you take a little snowball and try to make it bigger? You might roll it up a hill, you might even get some friends to help you roll it, until the snowball is huge. But what happens when gravity takes over? In this adorably hilarious, wordless board book, artist Giuliano Ferri uses clever die-cuts to bring humor and anticipation to a charming story of what happens when the snowball of your dreams goes off course.",https://www.xiaohuasheng.cn/book/2d42e303cd6bed89
你听你听,（美） 菲利斯·格什特 著；（英） 艾莉森·简 绘；阿甲 译,这是一首讴歌四季的赞美诗！静下心来，仔细聆听四季不同的声音，从春天小鸟啁啾，到冬天雪花簌簌，感受四季万物交替变幻的神奇！身边生活中，还有哪些美妙的声音呢？,https://www.xiaohuasheng.cn/book/50013df98d24eb48
Insects,Tedd  Arnold,无简介,https://www.xiaohuasheng.cn/book/e69166c329dcedd9
小猫,（日） 石井桃子 著；（日） 横内襄 绘；（日） 猿渡静子 译,"《小猫》曾入选为日本学校图书馆协会选定图书、日本厚生省中央儿童福利审议会特别推荐图书。一只顽皮的小猫偷偷溜出房间去玩，经历了一番冒险之后，又重新回到了妈妈身边。天真懵懂的小猫惹人怜爱，猫妈妈的舐犊深情让人心中泛起爱的涟漪。故事的节奏张弛有度，画面衔接流畅，每一幅图都具有逼真的动态效果，犹如被定格的电影画面，带给读者身，临其境的感觉。

  点击链接进入： 
《雪姑娘》  
《儿童之友•小真的长头发》  
《小象散步》  
《小猫》  
《小达摩和小天狗》  
《儿童之友•消防车吉普达》  
《儿童之友•我没生病》  
《儿童之友:神奇的竹笋》  
《神奇的水彩》  
《儿童之友•色拉和魔法店》  
《三只小猪》  
《木匠和鬼六》  
《儿童之友:米奇拉•摩奇拉•咚咚!》  
《儿童之友:老奶奶的汤匙》  
《骄骄的王冠》  
《轰隆轰隆 喵》  
《儿童之友:好忙的一夜》  
《古利和古拉》  
《儿童之友•洞》  
《大河马》  
《儿童之友:不可思议的小刀》  
《拔萝卜》",https://www.xiaohuasheng.cn/book/eb3f59c308c5d576
爸爸和我,David Lucas (英)大卫·卢卡斯,"《爸爸和我》内容简介：“爸爸，快起床嘛！”刚开始时，小熊好无聊啊……但在一片如白纸般平坦洁白的陆地上，小熊和爸爸只需要一根小树枝，他们的冒险之旅就此展开啦……
这是一本充满想象力的魔法书！",https://www.xiaohuasheng.cn/book/20d4f5a07fd2e0be
I Like Me (Picture Puffin),Nancy Carlson ,"""Little ones in need of positive reinforcement will find it here. An exuberant pig proclaims 'I like me!' She likes the way she looks, and (all her) activities . . . when she makes a mistake she picks herself up and tries again.""--Booklist. Full color.",https://www.xiaohuasheng.cn/book/eeda50a391c1a89e
触摸日常,（法） 帕斯卡尔·艾斯泰隆（Pascale Estellon） 著,这本图画书专为新出生的宝宝创作，全书主要由黑白两色为基调，偶然出现一些彩色的斑点，或是零星的银色。每幅画都由厚纸层压而成，让孩子亲身感知生活中事物的形状。鱼儿、小船、蜗牛、雨滴、星星和月亮、房子，甚至还有转起来的风车……将这本神奇的书送给宝宝，将会是一件非常棒的礼物。,https://www.xiaohuasheng.cn/book/f8071f9b12340d5f
奇妙的数字旅行,（比） 汤姆·斯汉普（Tom Schamp） 著；于夏 译,"比利时布鲁塞尔新闻网、儿童书评网等权威媒体倾力推荐！
比利时最佳儿童绘本“孔雀奖”、法国圣艾修伯里大奖获得者汤姆•斯汉普最新力作。
天马行空的想象，别具匠心的设计，寓教于乐，一本集寻找、认知、算数、游戏于一体的神奇绘本！
一场奇妙的数字旅行，一场观察力和记忆力的大挑战！
————————————————————————————
本书隐藏着许多细节上的设计，囊括了方方面面有趣的启蒙知识。
•充满疯狂想象力的交通工具：自行车，摩托车，三轮车，出租车，压路车等， 还有我们没见过的柠檬车，香蕉车，橙子车，收音机车……
•萌态可掬的小动物
•水果与植物
•生活常识：鲸鱼和螃蟹都不是鱼类；超车容易发生车祸；禁止停车牌的意思……
•从不同角度看事物：一棵苹果树，倒过来看也许是一个带着花儿的大梨……
作者善于调动孩子的兴趣，在叙述中会时不时地穿插问题，让孩子与画中的动物们交流，参与互动，引导孩子们去认识生活，在快乐地数数中寻找与发现。
[ 内容简介 ]
奥托跟爸爸一起去旅行，一路上他们遇到了：各种千奇百怪的小车、戴着樱桃耳环的大公牛司机、要吃水果沙拉的农夫小猪……
在旅途过程中，奥托一直兴奋地数着：1只北极熊、2只熊宝宝、3只小青蛙……
这本奇妙的图画书绝对不是一本简单的“教小朋友从1数到10”的儿童书，书中到处隐藏着作者极具匠心的设计，还有一个大大的亮点：一艘1米长的折叠轮船。这些都等着小朋友们开动脑筋、用智慧的双眼去发现。

[ 推荐 ]
这是一本理想的互动教育书，不管是在家还是在学校，都能同时带来教育意义和乐趣。
——布鲁塞尔新闻网
这本书完全符合孩子的想象力，让孩子们用游戏的方式，找到所有的动物并数清他们的个数。它不仅完全吸引了小读者，就连很多受过高等教育的读者都觉得这本书很有意思。
——pluizer儿童书评网
书里最精彩的要属那些疯狂的车！异想天开的小汽车、摩托车、出租车、公交车……这对那些喜欢车的小男孩或者小女孩而言，真的是一本理想的读物。
——比利时读者安妮丽丝·考艾特",https://www.xiaohuasheng.cn/book/63419a3aab6cad22
字的故事,（英） 艾莉森·简 编,"故事以一个钟表为开端，开启了一个四季之旅。
从绿油油的山坡，到海滩上堆砌的沙子城堡；
从金红色的落叶，到白茫茫大地上的雪人先生。
通过寻找图画中的秘密，探寻四季的微妙变化。
“让想象飞”系列，是由英国绘本作家艾莉森·简创作的，分为《字的故事》、《数字的挑战》和《颜色的世界》三本。插图体现了简一贯的“碎蛋壳”画风格，图画色彩明快，内容丰富，并在每副图中暗藏细节，巧妙地设计图与图之间的关联线索。在阅读的过程中，不但能讲故事，还能一起做游戏。书中还配上中英文对照单词，在孩子放飞想象力的同时，又能学到知识。",https://www.xiaohuasheng.cn/book/5d472ed8dc27d53a
Bizzy Bear: Off We Go!,"Nosy Crow, Benji Davies (illustrator)","With chunky sliders to push and pull, this robust little board book is perfect for active toddlers. Rich in visual detail and with touches of humor, it is sure to become a classic in the family library. 

Bizzy Bear's going on vacation, but he has to take a taxi, then a train, then a plane before he arrives at the beach and can set sail on his boat.",https://www.xiaohuasheng.cn/book/7bbd7c7e15747633
阿莫的生病日,"Philip C. Stead, Erin E. Stead (Illustrator)","《麦克米伦世纪大奖绘本:阿莫的生病日》内容简介：凯迪克金奖作品《阿莫的生病日》以舒缓的节奏，为生活在繁忙大都市里的人们，讲述了一则打动我们日渐冷漠心弦的小故事。阿莫是一位和善的动物园管理员，过着规律平淡而又充实快乐的日子。每天，他都要挤出时间去看望几位好朋友：陪大象下棋、和乌龟赛跑、跟企鹅坐坐、给爱流鼻涕的犀牛递手绢，并且给猫头鹰讲故事。
可是有一天，他醒来时又流鼻涕又打喷嚏，没能正常去动物园，却在家里接待了几位意想不到的客人……",https://www.xiaohuasheng.cn/book/1208a95d8263af1c
月下看猫头鹰,（美） 珍·尤伦 著；（美） 约翰·秀能 绘；林良 译,在一个无风的隆冬夜晚，爸爸带着女孩一块去拜访森林里的猫头鹰。月亮高高地挂在天空，映着整个天是如此的光亮，远处传来火车的汽笛声，又长又低还带着点忧伤，回应这汽笛声的是阵阵狗吠声……一路上女孩一点声音也不敢有，因为爸爸不断地提醒她：拜访猫头鹰一定要非常安静才可以。空荡荡的雪地上，两人就这么一前一后地走着，只留下长短不一的脚印。爸爸和小女孩如置身在梦境般的宁静中，悄悄地追寻着猫头鹰的行踪。 这是怎么样的一段冒险？他们能否找到向往已久的猫头鹰？绘者以广角大视野的表现方式，将冬天静谧冷沁的感觉，真实地呈现出来，更把父女相互依存及传承的感觉表现无遗。一首冬日月光下的小诗，文字恬静而又抒情隽永。,https://www.xiaohuasheng.cn/book/1b99df20965664c4
蓝风筝童书: 怪兽的宝物,（日） 久松麻由子 著；解加芬 译,春天来了，风和日丽，住在森林里的怪兽正在享受大好春光。突然，一片粉红色的花瓣飘落在它的脸上，好奇的怪兽跟随着飘舞的花瓣，来到了一片开满粉色花朵的树林，怪兽会有什么样奇遇吗？它又会发现怎样的宝物呢？,https://www.xiaohuasheng.cn/book/3f7f5531bcb7f06d
NOPE!,Drew Sheneman 著,"A tale of first flight. Every great adventure begins with a ""nope!""",https://www.xiaohuasheng.cn/book/d0dad5aa35f9ee98
Mouse's First Day of School,Lauren Thompson 著,"One bright morning, Mouse discovers a whole new world.   There are colors to paint with:  ""red, yellow, blue""  and letters to spell with:  A B C  and best of all, new friends to play with    Wherever could they be?",https://www.xiaohuasheng.cn/book/eebef4525c87ede7
What? No Bananas?,Kaushik Viswanath Joanne Roberts,无简介,https://www.xiaohuasheng.cn/book/c5480cb71be97271
婴儿绘本馆4: 是谁的肚脐眼,鲍蕾,无简介,https://www.xiaohuasheng.cn/book/28c6245efb0c0ec8
We Are the Dinosaurs,"Laurie Berkner, Ben Clanton  (Illustrator)","Laurie Berkner, the queen of childrens music, (People) pairs the lyrics of her beloved hit with Ben Clantons whimsical illustrations in this winning, adorable picture booka must-have for fans of Laurie, dinosaurs, and all things cute.

We are the dinosaurs
 Marching, marching
 We are the dinosaurs 
 
Laurie Berkners chart-topping, beloved hit We Are the Dinosaurs is now a picture book! Featuring an adorable cast of characters and vibrant, playful art by Ben Clanton, We Are the Dinosaurs transports readers back in time to when the dinosaurs roamed the earth.
 
WHADDAYA THINK OF THAT?",https://www.xiaohuasheng.cn/book/89f6a5448f8fd18c
克莱维斯·小耳朵凯文:凯文去理发,比利时克莱维斯出版社 著；（比） 丽斯贝特·史蕾洁斯 绘；曲江培豪出版传媒 译,《小耳朵凯文:凯文去理发》告诉我们陌生的环境，奇怪的声音，还有可怕的大剪刀！这些都会吓坏第一次去理发店的宝宝。父母应该用智慧帮助宝宝缓解紧张情绪，克服恐惧。让他发现，原来理发师一件这么有趣的事呀！,https://www.xiaohuasheng.cn/book/f04e540220c5d470
彩云为裳,（英） 迈克尔·卡奇普 著；（英） 艾莉森·简 绘；程雯 译,从前，有一个小男孩，他从妈妈那里学到了一个很棒的本领——用天上的云朵做出美妙的衣裳。小男孩很明智，他总是纺出不多不少的线，织出刚刚好的布。一天，小男孩戴着一条云朵围巾去赶集，结果被国王盯上了。贪婪的国王命令他织一条很长很长的围巾，还要做一件大披风和很多条漂亮的裙子。小男孩没有办法，只能照做。渐渐地，天上的云都被用光了，从此再也没有下过雨。这可怎么办呢？,https://www.xiaohuasheng.cn/book/308ea69d490dbb08
我爱你是因为你爱我,莉莉·拉洪洁 著；（德） 莉莉·拉洪洁 绘；李颖妮/译 译,我大 你小 我演奶牛 你扮小猪 我捏团子 你揉丸子 我搓大泡泡 你顶小沫沫 我晒大短裤 你晾小内裤 你是我的 我是你的 我爱你 你也爱我 爱 就是这么简单,https://www.xiaohuasheng.cn/book/dadec26b94ecacb4
