标题,作者,图书简介,链接 
爆笑校园23,朱斌 著；朱斌 绘,《爆笑校园(23)》内容简介：男，猪脚。一个用火星思维做事的农村蛙。在六城市的。狗刨中学里，不但有颠覆传统的师生关系，扭转俗套的逼求方式，甚至打造出惊人的宠物情缘……每个故事都极尽恶搞！因此，千万不要在吃饭喝水时阅读《爆笑校园(23)》以防产生不良后果！,https://www.xiaohuasheng.cn/book/f668963b02fffb97
培生幼儿启蒙英语Level A,克莱尔·卢埃林等 著；（英）朱丽·安德森 绘,《培生幼儿启蒙英语Level ALevel B2463CD 《培生幼儿启蒙英语Level ALevel A20~703~4 《培生幼儿启蒙英语Level BLevel B50~1504~6岁儿童阅读。,https://www.xiaohuasheng.cn/book/b7b11084665a2962
Mummy Laid an Egg!,Babette Cole,"Just how are babies made? Erm Well. . . they're delivered by dinosaurs squidged out of tubes and found under stones! In this story the kids put their embarrassed parents straight and dispel the myths surrounding baby-making, growth and birth. Babette Cole careers through the facts of life with her no-nonsense text and funny illustrations.",https://www.xiaohuasheng.cn/book/1a0f26c555ac7906
Tiger Time Level 1 Student's Book Pack,Carol Read,"Within each unit of the Student's Book are lessons that have been carefully structured to focus on vocabulary, grammar and skills, and then building to CLIL, culture and projects. Included within is a code providing access to the Student's Resource Centre where a fully integrated digital platform can be found with a wealth of extra material.",https://www.xiaohuasheng.cn/book/9dadba3db25afb10
"Brain Quest Kindergarten, Revised 4th Edition","Chris Welles Feder, Susan Bishay","Count the marbles. What’s the opposite of fast? How many pennies make one nickel? Suppose you mix red and blue. What color will you get?  Plus patterns, shapes, mazes, opposites, rhymes, ""What's Wrong With This Picture?"" pictures—and don't forget the Genius Points! Here are 300 questions and answers to build essential learning skills as parents and children work together.

Vetted by a panel of America’s highest award-winning teachers, and embraced by kids and parents because it flat-out works, Brain Quest opens a world of information and education with its fast-paced question-and-answer format, bright full-color illustrations, and lively attitude",https://www.xiaohuasheng.cn/book/e53dbfd27dd35ac5
First Grade Big Workbook! (Ages 6-7),School Zone Publishing Company Staff,"This Big First Grade Workbook contains 300+ pages of child-friendly exercises and full-color illustrations that make learning fun. Use Big Workbooks to reinforce or review grade-level skills or prepare for the upcoming school year. Contents include: Beginning Phonics, Manuscript Writing, Story Problems, Time, Money & Fractions, First Grade Math, and First Grade Reading Skills. (Ages 5-6)",https://www.xiaohuasheng.cn/book/b6dd0891083dbc52
大猫英语分级阅读三级1,（英） 詹姆斯·卡特（James Carter）等 著；（英） 安妮·威尔逊（Anne Wilson）等 绘；周渝毅 张紫薇 冯羽 译,《大猫英语分级阅读三级1》包含《环游世界》、《光》、《崭新的风筝》、《我的学校在哪儿？》、《小鸡蛋历险记》、《跟着节奏跳舞吧》、《捣蛋的大猫萨姆》、《派对小指南》和《珀西与小兔》9个英文故事，一本配套的《家庭阅读指导手册》，以及一张MP3光盘。这9本英文读物，有虚构的小故事，有科普的百科读物；主题丰富，画风多样。9本英文故事均有音频，并配有点读功能，适合小学三、四年级学生阅读欣赏。,https://www.xiaohuasheng.cn/book/4c5b94ebc04589a4
水先生的奇妙之旅科学图画书系(第二辑)(套装4册),奥古斯汀. 特拉尼,《工作愉快，水先生》： 水先生是人们生活中不可缺少的资源，他的本领可真大。小朋友，你知道水先生能发电吗？你知道水先生能让船舶爬楼梯吗？你知道最早的发动机是由水先生推动的吗？哈哈，快来打开这本书，瞧瞧水先生有多厉害吧！ 《水先生的农场之旅》： 安吉尔夫妇的农场需要水先生，他急忙变成云朵，来到农场的上空开始下雨，还和大家交上了朋友。不一会儿，水先生不见了……小朋友，水先生到哪儿去了呢？他遇见了什么问题？和水先生一起去农场旅行吧！ 《和地球仪先生环游世界》： 阿果和皮诺有点儿疑惑：水先生到哪儿都能生存吗？不管是在炎热的地方，还是在高山之巅？为了找到答案，他们和地球仪先生踏上了一场探索之旅，穿行在沙漠与森林、热带雨林和北极之间…… 《火先生的故事》： 这是一个远古人类怎样认识火先生并和他成为朋友的故事。火先生帮助人类做了很多事，但他很贪吃又容易发火。你知道这时候应该怎么办吗？快来和水先生一起看一看吧！,https://www.xiaohuasheng.cn/book/cddc2e947e21bca8
wee sing: 大家一起唱,（美） 帕姆·康恩·比尔，（美） 苏珊·哈根·尼普 著,"《大家一起唱》内容丰富，分类清晰，主要为英文经典儿歌歌曲，其音乐动听，层次分明；在美国风行几十年，家喻户晓，路边小店都有售。尤为可贵的是，歌本中许多歌注明了可开展的奥尔夫音乐活动，对家长极具指导意义，是最好的英文歌集。
Wee Sing精心选曲，目的在于培养孩子的认知、体格和社交技能。通过歌曲、童谣、韵律诗，以及亲子活动，帮助孩子们提高语言能力、身体协调性、听觉敏锐感、韵律节奏感，更重要的是培养孩子的自信心。
如果您推崇奥尔夫教育、或是喜欢英文歌、或是想让孩子学英文、或是想知道什么是真正的儿童歌曲，那您的孩子就该拥有《大家一起唱》。 
伴着旋律，击掌而歌，你需要的就是这本集子里的歌曲！不管是孩子还是大人，都会遇到自己喜欢的歌曲。很多歌曲的伴奏乐器也是独具特色，你不仅可以听到口琴的声音，而且还有大号的配乐。你一定很好奇里面到底还有什么神奇的乐器吧！再告诉你吧，不管是和小伙伴坐车旅行，还是进行篝火晚会，这本歌集都是一本歌曲宝典！",https://www.xiaohuasheng.cn/book/418726b688eb6af0
Hooked on Phonics Learn to Read Kindergarten Level 1迷上自然发音法 学习阅读 K L1ISBN9781604991413,Hooked on Phonics 著,"Hooked on Phonics Learn to Read Kindergarten Level 3 is designed to help kids learn the building blocks of reading to help them become confident readers. . Teaches Short a, Short i and Add s to make plurals. Includes engaging phonics-based activities, music videos, and online games. Designed for children ages 5 to 6. The perfect companion for Learn to Read Kindergarten Level 2.",https://www.xiaohuasheng.cn/book/9e89b554ba38c159
"Moo, Baa, La La La!",Sandra Boynton,无简介,https://www.xiaohuasheng.cn/book/69d127600696226b
体验英语少儿阅读文库 setA 预备一级,刘道义 编,"《体验英语少儿阅读文库•预备1级Set A(套装共9册)》内容简介：《体验英语少儿阅读文库》引进改编自风靡全球的分题材分级读物PM和PM+，由我国著名英语教育专家陈琳教授和刘道义教授主持改编并审定。PM、PM+是美国、加拿大、英国、澳大利亚等国的主流阅读文册，其科学的、人性化的编写理念及阅读内容经受了时间和地域的考验，帮助许多国家的少儿读者及少儿教师体验了学习英语的快乐和成功。《体验英语少儿阅读文库》将让您的孩子与世界同步阅读。
《体验英语少儿阅读文库》倡导根据不同年龄段进行分级阅读教学，并对每个级别的阅读内容和阅读方法进行了科学的规划，让学生从最适合的内容开始学习。内容涵盖学前到初中阶段，分为12个级别，4大题材。内容从认识自我到认识身边事物，再到了解宇宙万物，让孩子的认知能力与英语水平同步增长。读册彩色印刷，图片精美可爱，美式发音清晰纯正。
《文库》预备级（3-6岁儿童适用）分为三个级别，有两大题材系列Set A和Set B：Set A为字母系列，Set B为字母组合系列。
《文库》1-9级（6-16岁少儿适用）分为4个题材系列： Set A（Real Life）——日常生活题材；Set B（Science & Nature）——自然科学题材；Set C（Numeracy & Literacy）——数学题材；Set D（Early Chapters）——故事题材。《体验英语少儿阅读文库》，从适合自己的开始，让3-16岁少年儿童轻松自然地体验学习英语的快乐，爱上英语，爱上阅读，养成终生受益的阅读习惯。

  “体验英语少儿阅读文库”系列：  
体验英语少儿阅读文库•预备1级Set A(套装共9册)(附MP3光盘)
体验英语少儿阅读文库•预备1级SET B(适合3-5岁)(套装共10本)(附MP3光盘)
体验英语少儿阅读文库•预备2级SET A(适合4-6岁)(套装共10本)(附MP3光盘)
体验英语少儿阅读文库•预备2级SET B(适合4-6岁)(套装共10本)(附MP3光盘)
体验英语少儿阅读文库•预备3级SET A(适合5-7岁)(套装共10本)(附MP3光盘)
体验英语少儿阅读文库•预备3级SET B(适合5-7岁)(套装共10本)(附MP3光盘)
体验英语少儿阅读文库•第1级SET A(适合6-8岁)(套装共10本)(附MP3光盘)
体验英语少儿阅读文库•第2级SET A(适合7-9岁)(套装共10本)(附MP3光盘1张)
体验英语少儿阅读文库•第3级SET A(适合8-10岁)(套装共10本)(附MP3光盘)
体验英语少儿阅读文库•第4级SET A(适合9-11岁)(套装共10本)(附MP3光盘)
体验英语少儿阅读文库•第5级SET A(适合10-12岁)(套装共10本)(附MP3光盘)
体验英语少儿阅读文库•第6级SET A(适合11-13岁)(套装共10本)(附MP3光盘)
体验英语少儿阅读文库•第7级SET A(适合12-14岁)(套装共8本)(附MP3光盘)
体验英语少儿阅读文库•第8级SET A(适合13-15岁)(套装共10本)(附MP3光盘)
体验英语少儿阅读文库•第9级SET A(适合14-16岁)(套装共10本)(附MP3光盘)
体验英语少儿阅读文库•第1级SET B(适合6-8岁)(套装共10本)(附MP3光盘)
体验英语少儿阅读文库•第2级SET B(适合7-9岁)(套装共10本)(附MP3光盘)
体验英语少儿阅读文库•第3级SET B(适合8-10岁)(套装共10本)(附MP3光盘)
体验英语少儿阅读文库•第4级SET B(适合9-11岁)(套装共10本)(附MP3光盘)
体验英语少儿阅读文库•第5级SET B(适合10-12岁)(套装共6本)(附MP3光盘)
体验英语少儿阅读文库•第6级SET B(适合11-13岁)(套装共6本)(附MP3光盘)
体验英语少儿阅读文库•第7级SET B(适合12-14岁)(套装共6本)(附MP3光盘)
体验英语少儿阅读文库•第8级SET B(适合13-15岁)(套装共6本)(附MP3光盘)
体验英语少儿阅读文库•第9级SET B(适合14-16岁)(套装共6本)(附MP3光盘)
体验英语少儿阅读文库•第1级SET C(适合6-8岁)(套装共6本)(附MP3光盘)
体验英语少儿阅读文库•第2级SET C(适合7-9岁)(套装共6本)(附MP3光盘)
体验英语少儿阅读文库•第3级SET C(适合8-10岁)(套装共6本)(附MP3光盘)
体验英语少儿阅读文库•第4级SET C(适合9-11岁)(套装共6本)(附MP3光盘)
体验英语少儿阅读文库•第5级SET C(适合10-12岁)(套装共6本)(附MP3光盘)
体验英语少儿阅读文库•第6级SET C(适合11-13岁)(套装共6本)(附MP3光盘)
体验英语少儿阅读文库•第1级SET D(适合6-8岁)(套装共8本)(附MP3光盘)
体验英语少儿阅读文库•第2级SET D(适合7-9岁)(套装共10本)(附MP3光盘)
体验英语少儿阅读文库•第3级SET D(适合8-10岁)(套装共8本)(附MP3光盘)
体验英语少儿阅读文库•第4级SET D(适合9-11岁)(套装共8本)(附MP3光盘)
体验英语少儿阅读文库•第5级SET D(适合10-12岁)(套装共6本)(附MP3光盘)
体验英语少儿阅读文库•第6级SET D(适合11-13岁)(套装共6本)(附MP3光盘)
体验英语少儿阅读文库•第7级SET D(适合12-14岁)(套装共6本)(附MP3光盘)
体验英语少儿阅读文库•第8级SET D(适合13-15岁)(套装共6本)(附MP3光盘)
体验英语少儿阅读文库•第9级SET D(适合14-16岁)(套装共6本)(附MP3光盘)",https://www.xiaohuasheng.cn/book/34bbdb84a5d2e43d
keynote 1,David Bohlke,"Inspiring communication Featuring remarkable people communicating passionately and persuasively, TED Talks provide inspiring ideas and an unparalleled source of authentic language. Keynote invites learners to explore life-changing stories for a deeper understanding of the world, developing the confidence and skills needed to express themselves powerfully and proficiently in English.",https://www.xiaohuasheng.cn/book/2b8c8c4d91b36f19
"Scholastic Success With Grammar,  Grade 1",Scholastic Inc.,"Give students the targeted, skill-building practice they need with these standards-based books! Each workbook includes more than 40 ready-to-reproduce practice pages. Easy-to-follow directions and fun exercises motivate students to work on their own. Every activity in each book is correlated to state standards. For use with Grade 1.",https://www.xiaohuasheng.cn/book/6764b69588722e49
Storyfun for Starters Level 1 Student's Book with Online Activities and Home Fun Booklet 1,Karen Saxby（Author）,"Enjoyable and engaging practice for the revised 2018 Cambridge English: Young Learners (YLE).  Storyfun Level 1 Student's Book provides full-colour preparation material for Cambridge English: Starters. It contains eight fully-illustrated stories with accompanying activities for students to enjoy. These include songs and exam-style questions that practise the grammar, vocabulary and skills needed at each level. Extra speaking practice and projects provide opportunities for extension beyond the units. The Student's Book now comes with a Home Fun Booklet which provides activities for students to complete at home, and allows parents to support learning. Fun Online Activities in the Cambridge Learning Management System (CLMS) are accessed via a code in the front of the book.",https://www.xiaohuasheng.cn/book/cfcae1668f04ff2f
Opposites,Sandra Boynton,"Serious silliness for all ages. Artist Sandra Boynton is back and better than ever with completely redrawn versions of her multi-million selling board books. These whimsical and hilarious books, featuring nontraditional texts and her famous animal characters, have been printed on thick board pages, and are sure to educate and entertain children of all ages.",https://www.xiaohuasheng.cn/book/30fd63839752467f
自然拼读启蒙教程4,陈蒂娜（Tina Chen），连理查德（Richard Lien） 著,"从“学着读”到“读着学”
从自然拼读到自主阅读
...................
※编辑推荐※
☆对母语非英语的孩子来说，自然拼读是迈向自主阅读的起点，也是阅读之路长期需要的重要技能。这套《自然拼读启蒙教程》是由麦格劳-希尔教育出版公司授权出版的全球经典教材，通过不同方式和多种语境讲解英语发音与拼读，致力于引导孩子完成激动人心的实质转变——从“学习阅读”到“在阅读中学习”！
☆循序渐进，以练带学。内容涵盖字母、字母组合、单词构成、整句阅读、语篇阅读等，逐步拓展学习内容，不断提高拼读能力。书中丰富多彩的练习配以生动有趣的图片，让孩子学得扎实，玩得快乐。
☆随时随处，想学就学。本套书籍单册附赠DVD光盘，整套还将附赠简明答案，此外读者可以查看书的封底，扫描二维码或登陆慕课网站获取音频等更多学习资源。
☆与同龄人相比，使用《自然拼读启蒙教程》的孩子在英语阅读中更有可能领先一步，因为他们获得了系统、全面而又实用的训练：掌握字母与语音的关联，识别常用词（sight words），巩固拼写基础，拓展词汇量，在语境中习得阅读技巧……
...................
※内容简介※
自然拼读的本质在于建立英文字母与英语语音之间的联系，实现文字与语言的相互转换，使英语学习者在“听说”的基础上进一步具备“读写”能力。与国际音标（International Phonetic Alphabet, IPA）这种人为发明的注音方法不同，自然拼读是自然形成的发音规则，是语言内在的拼写机制。因此，自然拼读作为英语“识字”工具和阅读技能，更适合少儿英语学习者学习掌握。
全套《自然拼读启蒙教程》共分四级，本书是第四级。全书分为四大部分：常规单元、复习单元、短文阅读和词汇表。常规单元共26个，主要讲解长短元音, au、ew和str等字母组合的发音，音节和重读，前后缀以及复合词等内容。复习单元共6个，每4个或5个常规单元之后设1个复习单元，以巩固学习成果。短文阅读共6篇，题材多样，由易到难。词汇表有助于词汇积累，同时也方便自我测评。",https://www.xiaohuasheng.cn/book/becbcacf2736ea2a
The Complete Adventures of Curious George: 75th Anniversary Edition,H. A. Rey and Margret Rey 著,"Curious George has delighted millions of readers for seventy-five years. Now fans can have all seven of the original Curious George titles in one complete volume. Stories included in this collector's edition are Curious George, Curious George Takes a Job, Curious George Rides a Bike, Curious George Gets a Medal, Curious George Flies a Kite, Curious George Learns the Alphabet, and Curious George Goes to the Hospital. This edition also includes an original illustrated map of Curious George's world, as well as a new scrapbook biography of H. A. and Margret Rey's creative journey written by the historian Louise Borden.Includes bonus downloadable audio read by the actor, producer, and director John Krasinski.",https://www.xiaohuasheng.cn/book/c7859747eb5b343f
Little Critter: Just Helping My Dad,Mercer Mayer,"Little Critter can’t wait to spend the whole day with his dad—working around the house, going to the store, and being the world’s best helper. Things might not always go as planned, but that doesn’t stop Little Critter from trying his hardest! Just Helping My Dad is the perfect story for every critter who loves to help o",https://www.xiaohuasheng.cn/book/d791c2850fe82a5
Oxford Phonics World: Level 1: Phonics Cards,无作者,"This brand new 5-level phonics course can be used before or alongside a main course book. Thought-provoking and engaging activities let children actively apply what they learn. They learn to really read, not just memorize words and sounds.",https://www.xiaohuasheng.cn/book/5166072e6c9577c5
Unlock Level 1 Listening and Speaking Skills Student's Book and Online Workbook,N.M. White,"Unlock is a five-level academic skills course that combines carefully scaffolded exercises, a comprehensive approach to critical thinking and motivating video.  Unlock Listening and Speaking Skills Level 1 provides 60-90 hours of classroom material. Access to the Online Workbook is provided via a code packaged with the Student's Book.    Critical Thinking sections give students frameworks to formulate their own opinions and express themselves effectively in the end-of-unit academic tasks.    Unique research into common learner errors (using the Cambridge English Corpus) focuses the language used in Unlock on those areas learners find most challenging.    Videos from Discovery Education(TM) (accessible via the Cambridge Learning Management System and supplied on the Teacher's Book DVD) provide new angles on a range of academic subjects.",https://www.xiaohuasheng.cn/book/b0be7b355b29414d
快乐瓢虫双语童书·Key Words快乐共读(套装共76册),（新） 乔伊·考利（Joy Cowley），（新） 珍妮·韦柏（Janet Webb），（新） 吉尔·埃格尔顿（Jill Eggleton），（新） 波琳·卡特莱特（Pauline Cartwright），（新） 伊丽莎白·泰勒（Elizabeth Taylor） 等 著；（新） 伊莎贝尔·劳（Isabel Lowe），（新） 丽塔·帕金森（Rita Parkinson），（新） 迈克·威尔金（Mike Wilkin） 等 绘；刘培欣，赵轩，圣孙鹏 译,《快乐瓢虫双语童书·Key Words快乐共读(套装共76册)》是专门为学习英语的孩子编写的英语进阶读物。整书一共76个小故事，分为19个级别，每个级别4个小故事。本本精彩有趣，能够让孩子们因为喜爱这些英文故事而渴望掌握更多的英语，然后阅读更多的英文故事，形成美妙的良性循环。,https://www.xiaohuasheng.cn/book/1254a017f5bfc336
丽声英语小剧场第三级(外研社英语分级阅读)(点读版)(配光盘),（英） 朱莉娅·唐纳森 等 著；（英） 克莱尔·埃尔瑟姆 等 绘；肖博文 译," 
 “丽声英语小剧场”由英国桂冠童书作家朱莉娅·唐纳森担纲主创，将30个妙趣横生的英语短剧以分级读物形式呈现。编剧不仅精心架构角色、情节、场景等，更让剧中语言凝练、鲜活、极具时代感，营造出类似英语母语下的学习氛围。系列图书与已经出版的“丽声拼读故事会”“丽声经典故事屋”“丽声妙想英文绘本”等同属于一个分级体系，共分6个级别，每级包含5册故事书、1张CD光盘和1张贴纸。故事书可用“外研通”点读笔点读。  
 
",https://www.xiaohuasheng.cn/book/aabbad9cbabdc4a7
Just-Right Reading Response Activity Sheets for Young Learners,Erica Bohrer 著,"Help kids extend and deepen their reading experiences with these delightful, comprehension-boosting graphic organizers. Designed for use with fiction and nonfiction books, the simple formats help young readers really think about what they read and record their thoughts in an organized, meaningful way. Topics include identifying story elements, sequencing events, drawing conclusions, summarizing, making connections, examining words, and more. Encourages critical and creative thinking! For use with Grades K2.",https://www.xiaohuasheng.cn/book/58ef7e87211d6578
美国家庭万用亲子英文,洪賢珠,"去接小孩時，遇到外籍老師只能尷尬說「Hi」後快閃？
小孩送美語幼兒園，結果回來連一句英文都沒有聽孩子說過？
想要自己說英文來引導小孩，但卻常常不知道該怎麼講？
最近安親班也要求中師要多說英文，我該怎麼辦？
所有小孩、家長、老師們想說的英文，本書通通有！
只要一本書，就幫你把美國家庭學習環境搬回家！
免K單字、免背文法，讓孩子在家自然長出英語力
跟孩子輕鬆對談，全家英文能力一起提升
24小時、360天小孩學習英文不中斷，說出一口跟美國人一樣的好英文！
★ 本書簡介 ★
◆以美國家庭的方式學英文！爸媽就是最好的英文老師！
◆只要輕鬆放入CD聽，打開書本看，就能培養孩子英文耳朵、英文眼睛。
◆一本書，比數萬元一套英語教材更有用。
◆適用各年齡，不必再為了替不同年齡的老大、老二選教材而傷腦筋。
◆輕鬆帶孩子敢說英文、會說英文，與外國人聊不停，自己的英文也變好。
讓說到「英文」就很灰心的家長們，也能輕鬆在家營造全美語環境！
「一天幾句也好！」很想讓小孩自然地說出英文，但是一說起英文就很沒信心的家長們。這是一本收集了親子生活各種英文表達的萬用會話書，可以幫助父母親有自信地說出英文的生活用語，進而跟小孩用英文交談。現在，當小孩無時無刻在問「爸爸媽媽，OOO的英文是什麼？」請利用本書自信地回答他們！永遠記住，「父母親主動講，小孩子就敢開口說英文」這個重要觀念！
收集了 150 萬爸媽們最想知道的8000句生活用語
這本書網羅了過去十年間 150 萬爸媽們在「生活用語留言板」、「幼兒英文留言板」、「小學生英文留言板」等 suksuk 網站中討論的 8000 句生活用語表達。除了「想尿尿嗎？」、「不可以挑食！」、「爸爸來了。」等每天都會用到的表達外，連像「不要挖鼻屎！」、「誰放屁了？」等小孩子在生活中也想知道的英文表達也都有收錄。
洪賢珠博士及六名媽媽們嚴格撰寫編輯，連爸媽都能用本書跟外籍老師對談
身為suksuk 網站英文研究所所長的洪賢珠博士，根據過去 20 年所學，挑出家長們英文表達。同時六名媽媽也以測試員的身分，嚴格確認是否有任何遺漏，因此連與外師交談的狀況，都可以在本書中找到！媽媽們並審視英文句子寫得好不好。如果對家長來說是很長很困難的表達，就會再次進行認真地討論。讓英文不是很好的爸爸媽媽也可以很容易使用本書。
適用各個年齡層，不需要買多套教材，全家用這一本就足夠了！
不用為了老大買一本「小學英文」，再為老么買一本「幼兒英文」了！這本書收集了從懷孕、嬰兒、幼兒到小學，爸爸媽媽及小孩子們會用到的英文表達，讓孩子的英語力，從懷孕時期就建立！同時，還包含了小孩英文幼稚園或是英文補習班的作業中所需的英文日記，英文讀書報告等基本表達，學期末的英文感謝信等表達。就這一本書，就可以確實地解決所有全家大小的英文難題。
史上第一本，萬用親子英文會話書，讓您跟孩子什麼狀況都能用英文說！
★ 本書特色 ★
1. 能用最久！從小孩出生就能用！到小孩出國還在用！
──連媽媽懷孕時想對寶寶說的英文，小孩上學時所需要說的英文，本書都找得到！
不要再感嘆「沒有英文基因」了！本書豐富程度，讓你從懷孕就幫小孩練英文，你能對肚子裡的小寶寶說「Sweetie, do you hear Mommy’s voice? 甜心你聽到媽媽的聲音了嗎？」對剛出生的小寶寶說「Okay, okay. Mommy will feed you very soon. 好啦！好啦！媽咪很快就會來餵你了。」對上學的小孩說「Why don’t you finish your homework first? 你何不先完成你的家庭作業呢？」讓小朋友在肚子裡、從一出生、到上小學，甚至出國都能一路熟悉英文，自然不用痛苦學習也能讓孩子說出像美國人一樣的一口好英文。
2. 使用範圍最廣！連跟外師溝通、老師在課堂上常使用的英文，本書通通有
──你不但可以跟孩子用英文從起床講到睡覺，還能用本書跟外師溝通，或當起安親班英文老師
本書除了教你從早上起床到晚上睡覺，如何跟孩子說英文外，甚至連跟外籍老師溝通的句子，以及課堂上常用的句子都收錄了，有了本書，你不但可以直接跟孩子說英文，甚至可以跟外籍老師用英文直接談孩子的狀況！從今以後看到孩子的外師不必再「東躲西藏」，還能夠用英文從外師那裡掌握到孩子學習的「第一手資料」，甚至培養出第二專長，到安親班「全美語上課」當英文老師。
3. 史上最強！經過 150 萬爸媽們所公認，最有用的 8000 句親子英文
──不用再怕「這樣學有沒有用？」150萬個爸媽已經跟你打包票「這樣學有用！」
本書經過 150 萬名父母們一起討論所產生的結晶作品，所列舉的句子都是父母親及小孩最需要的英文。父母親不用再迷惑「我該怎麼樣教小孩英文？」或「這樣學到底有沒有用？」，因為只要利用本書的 8000 句親子英文，絕對能夠讓小孩子的英文突飛猛進，順便大大提升自己的英文實力。
4. 一本書幫你把美國家庭學習環境搬回家！要學英文，當然跟美國家庭學
──移民、留學太昂貴，本書教你如何創造有如美國家庭的學習環境，讓美語能力自然而然「長出來」
在美國家庭長大，自然會講英文。所以只要我們能夠在家中創造如同美國家庭的學習環境，小孩自然也會流利說英文。本書以美國家庭為學習對象，將美國家庭中所有的狀況全部彙整起來，小孩子可以學到字正腔圓的道地英文。並且還有各種美國文化的解說，豐富孩子的英文內涵。從今天起，你的小孩不但只是特意打扮去參加萬聖節派對，還能夠在萬聖節派對中大秀英文成為眾人焦點。
5. 10 小時美國家庭會話 MP3！英文能力就像灌程式一樣，直接用聽的灌起來！
──從小熟悉英文聲音，用大量的英文刺激，免K單字、免背文法，孩子自然聽懂、會說
「孩子是透過耳朵學習的」，從孩子一出生就可以放給他們聽，讓他們熟悉英文的「聲音」，孩子自然就會透過耳朵，就像是灌程式一樣的深植在他們的大腦當中，形成深層記憶。本書 10 小時的 MP3，全部根據美國家庭親子、老師學生之間可能的會話錄製，不斷的聽取後，孩子自然可以在腦中形成「會話資料庫」，再經過父母的會話刺激，不用特別的去記單字背文法，馬上就能夠作出回應，對答如流。",https://www.xiaohuasheng.cn/book/8f0c4583c3774355
丽声妙想英文绘本·第三级,（英） 琳达·斯特罗恩（Linda Strachan） 著,"《外研社英语分级阅读·丽声妙想英文绘本(第三级)(套装共6册)(附光盘)》内容简介：“丽声妙想英文绘本”是一套帮助孩子从零起点开始直至独立阅读的英语分级读物，因为专为语言学习而编写，故编者在情节架构、词汇、句长、单词及句型复现、文学体裁等方面都做了精心设计，在有趣的绘本阅读中融入了自然拼读、视觉词运用、英语听说写等能力的训练。该系列图书不仅有风格多样的插画，更包含了宽容、勇气、诚信等教育主题，既有助于提高孩子的英语阅读能力，又对其提升英语写作能力及对英语文学作品的鉴赏力大有裨益。
“外研社英语分级阅读•丽声妙想英文绘本”与已经出版的“丽声拼读故事会”“丽声经典故事屋”“丽声百科万花筒”“丽声冒险故事岛”等同属于一个分级体系。全套图书共分10个级别，每级包含6册故事书和1~~2张CD光盘。故事书可用“外研通”点读笔点读，所需声音文件可到网站免费下载。

",https://www.xiaohuasheng.cn/book/a76c2db0a19851bd
丽声百科万花筒第2级,（英） Monica Hughes 莫妮卡·休斯 等 著,《外研社英语分级阅读·丽声百科万花筒(第二级)(英文版)(套装共13册)》是一套以百科知识帮助孩子英语阅读启蒙的分级读物。通过阅读话题丰富、图片逼真、词句高度复现、文字量渐进增加的非故事类文本（non—fiction text），孩子不仅可接触到约1000个英语高频词，更可在阅读中培养预测、提问、总结、想象等阅读策略及技巧，逐渐养成以开放、思辨、多元视角认知自我及世界的国际视野和文化素养。,https://www.xiaohuasheng.cn/book/deea075ec25a780f
Ape in a Cape,Fritz Eichenberg,"“The richness of coloring; the strength, action and humor in the drawing; and the original rhyme for each letter make this an alphabet book to treasure.”--The Horn Book",https://www.xiaohuasheng.cn/book/6e7627784e0c0612
Phonics kids,李慕玑,斯坦福大学的相关研究，整个英语中符合一定拼读规则的词汇为75%。这些词汇基本覆盖常见阅读材料的词汇。自然拼读法是目前国际主流英语教学法，简单高效，符合人类学习语言规律，香港和台湾地区2000年就引进并大规模推广和普及。少儿英语自然拼读采用小朋友喜欢的多彩动画制作、纯英语教学，抛弃中文解说，开展形式多样，活泼有趣的教学情景，交换课堂教学节奏，配以生动、优美的音乐，消除孩子英语学习过程中疲劳和不利的心理及情绪，使孩子在轻松欢快中反复练习。小朋友通过少儿英语自然拼读建立字母及字母组合与发音的感知，以后见到生词就会读，会读的生词就会写，会写的生词就会说。少儿英语自然拼读让孩子的英语学习走向自信和成功！,https://www.xiaohuasheng.cn/book/54a376ddd252e38
Oxford Phonics World 2:  Short Vowels,Schwermer,"Welcome to Oxford Phonics World! Let us guide you through the world of phonics.  Oxford Phonics World is the first step on your students' journey into English, leading you through all 44 sounds of the language.",https://www.xiaohuasheng.cn/book/264e2fc3064c2928
spelling puzzles,无作者,无简介,https://www.xiaohuasheng.cn/book/c1bf04e581586a7f
I Can Read Biscuit : Biscuit Plays Ball,"Alyssa Satin Capucilli , Pat Schories  (Illustrator)","The game is about to begin… Biscuit is excited to be at the ballgame, but no dogs are allowed in the game itself. He doesn’t want to just watch, though—Biscuit wants to play ball, too! Can the determined puppy find a way to join in the fun? Perfect for the youngest of readers—and for anyone who has ever wanted to play along with the big kids—Biscuit’s newest adventure will prove supremely satisfyi",https://www.xiaohuasheng.cn/book/578c080107ecc4f4
"Reading Explorer 2: Student Book with Online Workbook (Reading Explorer, Second Edition)",Paul MacIntyre,"The new edition of the best-selling six-level Reading Explorer series will bring the world to the classroom like never before through new and updated topics, video, and visuals from National Geographic.  Reading Explorer teachers learners to think and read critically to encourage a generation of informed global citizens.",https://www.xiaohuasheng.cn/book/b307a7a8a0aa9fc5
